Coptic,English,File Path,Start Line,End Line
ⲁⲩⲱ ⲛⲧⲉⲣⲉⲡⲇⲓⲁⲃⲟⲗⲟⲥ ⲥⲱⲧⲙ ⲉⲡⲣⲁⲛ ⲛⲓⲏⲥⲟⲩⲥ ⲛⲧⲉⲩⲛⲟⲩ ⲁϥⲣⲁⲧⲟⲩⲱⲛϩ ⲉⲃⲟⲗ ·,"And when the Devil heard the Name of Jesus, straightway he made himself visible.",martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.06.conllu,146,168
ⲧⲉⲛⲟⲩ ⲇⲉ ⲁⲡⲉⲭⲣⲓⲥⲧⲟⲥ ⲧⲱⲟⲩⲛ ⲉⲃⲟⲗ ϩⲛⲛⲉⲧⲙⲟⲟⲩⲧ ⲧⲁⲡⲁⲣⲭⲏ ⲛⲛⲉⲛⲧⲁⲩⲛⲕⲟⲧⲕ,But now Christ has been raised from the dead. He became the first fruits of those who are asleep.,sahidica.1corinthians/sahidica.1corinthians_CONLLU/1Cor_15.conllu,719,741
ⲕⲁⲧⲁⲧⲉⲡⲣⲟⲛⲓⲁ ⲇⲉ ⲙⲡⲛⲟⲩⲧⲉ ⲙⲡⲉϥϩⲓⲥⲉ · ⲟⲩⲇⲉ ⲡⲉϥϩⲧⲟ ⲉⲧϥⲧⲁⲗⲏⲩ ⲉⲣⲟϥ ⲙⲡⲉϥⲕⲁⲧⲟⲟⲧϥ ⲉⲃⲟⲗ ϩⲛⲛⲧⲟⲡⲟⲥ · ⲉⲧϫⲁϫⲱ ·,And by the good Providence of God neither he nor the horse on which he was riding became exhausted in that dense thicket.,life-eustathius-theopiste/life.eustathius.theopiste_CONLLU/life.eustathius.theopiste.01.conllu,1695,1734
ⲁⲕϩⲙⲟⲟⲥ · ⲉⲣⲉⲧⲉⲓϩⲃⲥⲱ ⲉⲧϭⲟϫⲃ ⲧⲟ ϩⲓⲱⲱⲕ ·,and to sit down herein dressed in such filthy garments?,life-john-kalybites/life.john.kalybites_CONLLU/life.john_kal.02.conllu,1780,1796
ⲉⲧⲃⲉⲛⲉⲡⲛⲉⲩⲙⲁⲧⲓⲕⲟⲛ ⲇⲉ ⲛⲉⲥⲛⲏⲩ ⲛϯⲟⲩⲱϣ ⲁⲛ ⲉⲧⲣⲉⲧⲛⲣⲁⲧⲥⲟⲟⲩⲛ,"Now concerning spiritual things, brothers, I don't want you to be ignorant.",sahidica.1corinthians/sahidica.1corinthians_CONLLU/1Cor_12.conllu,5,22
ⲁⲛⲟⲕ ⲁⲓϯⲃⲁⲡⲧⲓⲥⲙⲁ ⲛⲏⲧⲛ ϩⲛⲟⲩⲙⲟⲟⲩ .,"I baptized you in water, but he will baptize you in the Holy Spirit.'",coptic-treebank/coptic.treebank_CONLLU/Mark_01.conllu,298,310
ⲛⲧⲉⲡⲙⲉⲣⲓⲧ ⲛϣⲏⲣⲉ ⲙⲙⲟⲛⲟⲅⲉⲛⲏⲥ ⲛⲣⲣⲟ ⲓⲏⲥⲟⲩⲥ ⲙⲓϣⲉ ⲉϩⲣⲁⲓ ⲉϫⲱⲕ ⲛⲅⲕⲗⲏⲣⲟⲛⲟⲙⲉⲓ ⲛⲙⲡⲟⲗⲓⲥ ⲛⲛϫⲁϫⲉ ·,"for the beloved Son, the Only-begotten, the King Jesus, fighteth for thee, and thou shalt inherit the city of the enemy.",pachomius-instructions/pachomius.instructions_CONLLU/pachomius.instructions.01.conllu,4839,4870
ⲉⲕⲟⲩⲱϣ ⲉⲟⲩⲱϩ · ϩⲛⲧⲙⲏⲏⲧⲉ ⲛⲛⲣⲱⲙⲉ ⲧⲛⲧⲱⲛⲅ ⲉⲁⲃⲣⲁϩⲁⲙ ⲙⲛⲗⲱⲧ · ⲙⲛⲙⲱⲩⲥⲏⲥ ⲙⲛⲥⲁⲙⲟⲩⲏⲗ ·,"If thou dost wish to dwell among men make thyself to be like unto Abraham (when he lived) with Lot, and like Moses and like Samuel.",pachomius-instructions/pachomius.instructions_CONLLU/pachomius.instructions.01.conllu,3745,3777
ⲕⲁⲓ ⲧⲟ ⲡⲥⲁ ⲛⲛⲥⲱⲙⲁ ⲟⲩ ⲉⲃⲟⲗ ⲡⲉ ϩⲛϩⲉⲛⲭⲩⲙⲟⲥ · ⲙⲛϩⲉⲛⲫⲗⲉⲕⲙⲁ ⲁⲩⲱ ⲙⲛⲛⲥⲁⲡⲙⲟⲩ ϣⲁⲩⲕⲁⲧⲁⲛⲧⲁ ⲉⲩϥⲛⲧ ⲙⲛⲟⲩⲕⲣⲙⲉⲥ ⲙⲛⲟⲩⲧⲟⲉⲓⲧ ·,"Now the beauty of human bodies ariseth from humours and from heat, which after death turn into worms, and ashes, and corruption.",john-constantinople/john.constantinople_CONLLU/penitence.01.conllu,8160,8203
ⲉⲣⲉⲡⲉⲕⲣⲁⲛ ⲛⲁϣⲱⲡⲉ ⲛϩⲟⲧⲉ ϩⲛⲧⲧⲁⲡⲣⲟ ⲛⲟⲩⲟⲛ ⲛⲓⲙ · ⲉⲩⲉⲙⲟⲩⲧⲉ ⲉⲣⲟⲕ ϫⲉⲁⲃⲃⲁⲧⲱⲛ ⲡⲁⲅⲅⲉⲗⲟⲥ ⲙⲙⲟⲩ ·,"Thy name shall be a terror in the mouth of every one. They shall call thee Abbaton, the Angel of Death.",pseudo-timothy/pseudo.timothy_CONLLU/on_abbaton.02.conllu,2106,2140
ⲁⲛⲁⲩ ⲉⲧϭⲟⲙ ⲙⲡⲛⲟⲩⲧⲉ ·,Observe ye now the power of God.,life-pisentius/life.pisentius_CONLLU/life.pisentius.03.conllu,1746,1755
ⲙⲡⲁⲧⲉⲧⲛⲡⲱϩ ⲡⲉϫⲁϥ ⲉⲡⲙⲁ ⲙⲡⲉⲥⲛⲟϥ ·,"(and) that (the Book) saith, Ye have not yet resisted unto blood, (striving against sin).'",john-constantinople/john.constantinople_CONLLU/penitence.01.conllu,4932,4946
ⲛⲧⲉⲣⲉϥⲙⲟⲩ ⲅⲁⲣ ⲁϥϯⲡⲣⲱⲙⲉ ϩⲓⲱⲱϥ ⲁⲩⲱ ⲁϥϫⲓⲧϥ ⲛⲙⲙⲁϥ ⲉϩⲣⲁⲓ ⲉⲧⲡⲉ ⲛⲙⲡⲏⲩⲉ · ⲉϥⲟ ⲛⲟⲩⲁ ⲛⲟⲩⲱⲧ ⲛⲙⲙⲁϥ ·,"For having died, He put man on Himself like a garment, and took him with Him into the heaven which is in the heavens, and man became one of one with Him.",pseudo-athanasius-discourses/pseudo.athanasius.discourses_CONLLU/soul_body.conllu,9801,9847
ⲡⲉⲓⲅⲉⲛⲛⲁⲓⲟⲥ ⲇⲉ ⲁⲡⲁ ⲃⲓⲕⲧⲱⲣ ⲛⲉϥϫⲣⲁⲉⲓⲧ ⲡⲉ ϩⲙⲡⲉϣⲗⲏⲗ ⲙⲛⲧⲛⲏⲥⲧⲉⲓⲁ ⲙⲛⲧⲡⲟⲗⲓⲧⲉⲓⲁ ·,"but this noble Apa Victor vanquished him by means of prayers, and fasting, and by his Christian citizenship.",martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,54,77
ⲛⲧⲟϥ ⲧⲏⲣϥ ⲡⲉ ϩⲛⲧⲡⲉ · ⲁⲩⲱ ⲛⲧⲟϥ ⲧⲏⲣϥ ⲡⲉ ϩⲓϫⲙⲡⲕⲁϩ · ⲁⲩⲱ ⲛⲧⲟϥ ⲧⲏⲣϥ ⲡⲉ ϩⲙⲙⲁ ⲛⲓⲙ ·,"He, the whole of Him, is in heaven; and He, the whole of Him, is on the earth; and He, the whole of Him, is in every place",proclus-homilies/proclus.homilies_CONLLU/proclus.23.nativity.conllu,2103,2134
ⲛⲉⲩϫⲱ ϭⲉ ⲙⲙⲟⲥ ⲛϭⲓⲛⲉⲥⲉⲓⲟⲧⲉ,"Then her parents said,",AP/apophthegmata.patrum_CONLLU/AP.101.macarius.01.conllu,218,229
ⲕⲁⲡⲙⲟⲩ ⲉϥϩⲏⲛ ⲉϩⲟⲩⲛ ⲉⲣⲟⲕ ⲙⲡⲉϩⲟⲟⲩ ⲙⲛⲧⲉⲩϣⲏ,"Let death draw nigh unto thee by day and by night,",coptic-treebank/coptic.treebank_CONLLU/psephrem.letter.conllu,1931,1950
ⲁⲡⲁ ⲃⲓⲕⲧⲱⲣ ⲇⲉ ⲙⲡⲉϥⲁⲓⲥⲑⲁⲛⲉ ⲉⲡⲧⲏⲣϥ ·,but Apa Victor did not feel at all what they were doing,martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.04.conllu,3173,3184
ⲡⲉϫⲁⲓ ⲛⲁϥ · ϫⲉⲡⲁⲙⲉⲣⲓⲧ ⲛⲉⲓⲱⲧ ⲉⲓⲉ ⲕⲣ · ϩⲟⲧⲉ ϩⲱⲱⲕ ⲙⲛⲛⲥⲁϯⲁϣⲏ ⲛⲁⲥⲕⲏⲥⲓⲥ ⲛⲧⲁⲕϥⲓ ϩⲁⲣⲟⲟⲩ ϩⲙⲡⲕⲟⲥⲙⲟⲥ ·,"And I said unto him, 'My beloved father, art thou, even thou, afraid, notwithstanding all the multitude of ascetic labours which thou hast performed in this world?'",life-cyrus/life.cyrus_CONLLU/life.cyrus.02.conllu,1081,1123
ϩⲓϫⲙⲡⲕⲁϩ ⲟⲛ ⲁϥϯⲉⲟⲟⲩ ⲛⲁⲕ · ϩⲱⲥⲧⲉ ⲛⲧⲉⲡⲉⲕⲥϯⲛⲟⲩϥⲉ ⲙⲉϩⲛⲉⲭⲱⲣⲁ ⲧⲏⲣⲟⲩ · ⲙⲡⲕⲟⲥⲙⲟⲥ · ⲛⲥⲉⲕⲱⲧ ⲛⲁⲕ ⲛϩⲉⲛⲙⲁⲣⲧⲏⲣⲓⲟⲛ ⲕⲁⲧⲁⲙⲁ · ⲛⲧⲉϩⲉⲛⲛⲟϭ ⲛϭⲟⲙ ⲙⲛϩⲉⲛϣⲡⲏⲣⲉ ϣⲱⲡⲉ ⲉⲃⲟⲗ ϩⲓⲧⲟⲟⲧⲟⲩ ·,"And, moreover, on the earth hath He given glory unto thee, glory so great that thy sweet odour hath filled every country in the world. And men build martyriums unto thee in every place, wherein mighty deeds and miracles take place,",pseudo-celestinus/pseudo.celestinus_CONLLU/pscelestinus.encomium.01.conllu,2960,3022
ⲡⲣⲡⲉ ⲱϣ ⲉⲃⲟⲗ ⲉϥϫⲱ ⲙⲙⲟⲥ ϫⲉⲡⲉⲧⲟⲩϣⲙϣⲉ ⲛⲁϥ ⲛϩⲏⲧϥ ϫⲓⲛⲛϣⲟⲣⲡ ⲛⲧⲟϥ ⲡⲉⲧⲟⲩϣⲱⲥ ⲙⲙⲟϥ ϩⲛⲧⲥⲁⲣⲝ ·,"The Temple cried out saying, 'He Whom they worshipped in me from the beginning is He Whom they have treated with contumely in the flesh.",coptic-treebank/coptic.treebank_CONLLU/proclus.13.easter.conllu,3135,3176
ⲁϥϣⲁϫⲉ ⲇⲉ ⲟⲛ ⲛⲙⲙⲁϥ · ϫⲉⲕⲟⲧⲕ ⲉϩⲣⲁⲓ ⲉⲡⲉⲕⲏⲓ ⲛⲧⲁϣⲱⲡⲉ ⲛⲙⲙⲁⲕ ·,"He spake again unto him, saying, 'Get thee back into thy house; I will be with thee.'",life-pisentius/life.pisentius_CONLLU/life.pisentius.01.conllu,5233,5259
ⲉⲕⲡⲏⲧ ϩⲱⲱϥ ⲛⲥⲁⲧⲁⲓⲭⲙⲁⲗⲱⲥⲓⲁ ⲛⲛⲉⲭⲁⲗⲇⲁⲓⲟⲥ ·,Why dost thou flee to the captivity of the Chaldeans?,pachomius-instructions/pachomius.instructions_CONLLU/pachomius.instructions.01.conllu,8204,8219
ⲙⲛϣϭⲟⲙ ⲙⲙⲱⲧⲛ ⲉⲥⲉⲡⲁⲡⲟⲧ ⲙⲡϫⲟⲉⲓⲥ ⲁⲩⲱ ⲡⲁⲡⲟⲧ ⲛⲛⲇⲁⲓⲙⲱⲛⲓⲟⲛ ⲙⲛϣϭⲟⲙ ⲙⲙⲱⲧⲛ ⲉϫⲓ ⲛⲧⲉⲧⲣⲁⲡⲉⲍⲁ ⲙⲡϫⲟⲉⲓⲥ ⲁⲩⲱ ⲧⲉⲧⲣⲁⲡⲉⲍⲁ ⲛⲛⲇⲁⲓⲙⲱⲛⲓⲟⲛ .,"You can't both drink the cup of the Lord and the cup of demons. You can't both partake of the table of the Lord, and of the table of demons.",sahidica.1corinthians/sahidica.1corinthians_CONLLU/1Cor_10.conllu,813,861
ⲁⲩⲥⲧⲁⲩⲣⲟⲩ ⲙⲙⲟϥ · ⲁⲩⲕⲟⲛⲥϥ ϩⲛⲟⲩⲗⲟⲅⲭⲏ · ⲁϥⲉⲓ ⲉⲃⲟⲗ ⲛϭⲓⲡⲉⲛⲟⲩϫⲁⲓ ·,"They crucified Him. They pierced Him with a spear. There came out our salvation,",coptic-treebank/coptic.treebank_CONLLU/psephrem.letter.conllu,2722,2749
ⲁⲕⲟⲩⲱⲙ ⲉⲃⲟⲗ ϩⲙⲡⲟⲉⲓⲕ · ⲛⲉⲡⲟⲩⲣⲁⲛⲓⲟⲛ ⲁⲩⲱ ⲁⲕⲉⲩⲫⲣⲁⲛⲉ ⲙⲙⲟⲕ ϩⲙⲡϣⲏⲛ ⲛⲧⲁⲑⲁⲛⲁⲥⲓⲁ ·,"Thou didst eat of heavenly bread, and thou didst rejoice thyself in the tree of immortality.",life-pisentius/life.pisentius_CONLLU/life.pisentius.02.conllu,6731,6760
ⲁⲩⲱ ⲉⲣⲉⲡϩⲟϥ ⲛⲣⲉϥϯϣⲧⲟⲩⲏⲧ · ϣⲁϫⲉ ϩⲣⲁⲓ ⲛϩⲏⲧⲟⲩ ·,"and the Serpent, the Calumniator, was speaking in them,",pseudo-chrysostom/pseudo.chrysostom_CONLLU/on_susanna.conllu,4369,4382
ϫⲉⲕⲱ ⲛⲁⲓ ⲉⲃⲟⲗ ⲡⲁⲉⲓⲱⲧ ϫⲉⲁⲓϯϩⲓⲥⲉ ⲛⲁⲕ .,“forgive me my father for I have made you suffer”.,AP/apophthegmata.patrum_CONLLU/AP.157.paphnutius.02.conllu,251,269
ϩⲁⲙⲁ ⲇⲉ ⲟⲛ ϣⲁϥϣⲁϫⲉ ⲉⲧⲃⲉⲡϣⲱⲙ ·,"And at the same time [you are talking], he can talk about the summer.",AP/apophthegmata.patrum_CONLLU/ap.092.n278.thoughts.conllu,117,128
ⲡⲉⲛⲧⲁⲥⲟⲗⲟⲙⲱⲛ ⲣϫⲟⲩⲱⲧⲉ ⲛⲣⲟⲙⲡⲉ ⲉϥⲕⲱⲧ ⲙⲙⲟϥ ϩⲛϩⲉⲛⲱⲛⲉ ⲉⲩⲧⲁⲓⲏⲩ · ⲙⲛⲟⲩⲛⲟϭ ⲛⲉⲣⲅⲁⲥⲓⲁ · ⲉⲥⲥⲏⲣ ⲉⲃⲟⲗ ⲉⲧⲉⲛⲁⲓ ⲛⲉ ·,"As concerning (the statements) that Solomon spent twenty years in building it with costly stones, and that the materials which he made ready for the work were very great in quantity, these words refer to",pseudo-basil/pseudo.basil_CONLLU/pseudo.basil.temple.conllu,4481,4525
ⲁⲗⲗⲁ ⲕⲁⲧⲁⲡⲉⲧⲥⲏϩ ϫⲉϩⲛϩⲉⲑⲛⲟⲥ ⲛⲓⲙ ⲉⲧⲣϩⲟⲧⲉ ϩⲏⲧϥ ⲙⲡϫⲟⲉⲓⲥ · ⲁⲩⲱ ⲉⲧⲣϩⲱⲃ ⲉⲧⲇⲓⲕⲁⲓⲟⲥⲩⲛⲏ ϥϣⲏⲡ ⲛⲛⲁϩⲣⲁϥ ·,"but even as it is written, 'Every heathen who feareth God, and who worketh righteousness, shall be accepted by Him,'",life-eustathius-theopiste/life.eustathius.theopiste_CONLLU/life.eustathius.theopiste.01.conllu,1300,1336
ⲛⲧⲉⲣⲟⲩϯⲡⲙⲁⲉⲓⲛ ⲇⲉ ⲛⲁϥ ⲙⲡⲥⲁϣ ⲉⲧϩⲓⲡⲉϥⲙⲁⲕϩ · ⲁⲩⲱ ⲁⲩⲱⲣⲕ ⲉⲣⲟϥ ϫⲉⲛⲧⲟⲕ ⲡⲉ ⲡⲗⲁⲕⲏⲧⲁⲥ ⲡⲉⲥⲧⲣⲁϯⲗⲁⲧⲏⲥ · ⲁⲩⲱ ⲁⲩϫⲛⲟⲩϥ ⲉⲧⲃⲉⲧⲉϥⲥϩⲓⲙⲉ ⲙⲛⲛⲉϥϣⲏⲣⲉ ·,"And when they had pointed out to him the scar of the wound on his neck, they took an oath to him, saying, ' Thou art Plaketas, the general'; and they asked him concerning his wife and his children.",life-eustathius-theopiste/life.eustathius.theopiste_CONLLU/life.eustathius.theopiste.02.conllu,1631,1682
ⲧⲁⲓ ⲧⲉ ⲧϩⲉ ⲉⲧⲉⲣⲉⲛⲉⲛϩⲟⲟⲩ ⲛⲁⲟⲩⲉⲓⲛⲉ ⲙⲡⲛⲉⲓⲙⲉ ·,"even so are our days, and yet we do not know it.",pseudo-ephrem/pseudo.ephrem_CONLLU/psephrem.asceticon.02.conllu,3870,3886
ⲛⲉⲡⲛⲉⲩⲙⲁ ⲅⲁⲣ ⲧⲏⲣⲟⲩ ⲱ ⲡⲁϣⲏⲣⲉ ⲁⲩⲉⲛⲱⲭⲗⲉⲓ ⲛⲁⲓ ⲛϩⲁϩ ⲛⲥⲟⲡ ϫⲓⲛⲧⲁⲙⲛⲧϣⲏⲣⲉ ϣⲏⲙ ·,"For, O my son, all the spirits from my youth up have on many occasions made me weak,",pachomius-instructions/pachomius.instructions_CONLLU/pachomius.instructions.01.conllu,1435,1464
ⲉⲓⲧⲉ ϭⲉ ⲉⲧⲉⲧⲛⲟⲩⲱⲙ . ⲉⲓⲧⲉ ⲉⲧⲉⲧⲛⲥⲱ . ⲉⲓⲧⲉ ⲡⲉⲧⲉⲧⲛⲉⲓⲣⲉ ⲙⲙⲟϥ ϩⲱⲃ ⲛⲓⲙ ⲁⲣⲓⲥⲟⲩ ⲉⲟⲩⲉⲟⲟⲩ ⲙⲡⲛⲟⲩⲧⲉ .,"Whether therefore you eat, or drink, or whatever you do, do all to the glory of God.",sahidica.1corinthians/sahidica.1corinthians_CONLLU/1Cor_10.conllu,1159,1194
▢ ⲡⲉϫⲁϥ ⲛⲁⲓ ϫⲉⲡⲛⲟⲩⲧⲉ ⲥⲟⲟⲩⲛ ϫⲉϣⲁⲣⲉⲡⲣⲱⲙⲉ ⲣⲟⲩⲏⲣ ⲙⲙⲛⲧⲡⲉⲣⲓⲟⲩⲣⲅⲟⲥ ⲏ ⲟⲩⲏⲣ ⲙⲙⲛⲧⲁⲅⲁⲑⲟⲥ ϫⲓⲛⲡⲉϥϫⲡⲟ ϣⲁⲡⲉϥϫⲱⲕ ⲉⲃⲟⲗ ·,"And he said unto me, 'Know thou that (one) man is wont to perform very many superfluous works, (and another) very many acts of goodness, from the time when he is born to the end of his life.",mysteries-john/mysteries.john_CONLLU/mysteries.john.02.conllu,3489,3526
ⲁϥϩⲉ ⲇⲉ ⲉⲡⲡⲉⲧⲟⲩⲁⲁⲃ ⲥⲛⲁⲩ ⲉⲩϩⲙⲟⲟⲥ,and he found there the two holy men sitting together;,life-pisentius/life.pisentius_CONLLU/life.pisentius.01.conllu,3079,3092
ⲟⲩⲉⲡⲓⲧⲣⲟⲡⲟⲥ ⲡⲉ ϫⲉⲛⲧⲟϥ ⲡⲉ ⲡⲣⲉϥϯⲃⲉⲕⲉ ⲛⲛⲉⲧⲣϩⲱⲃ · ⲁⲩⲱ ⲉⲣⲉⲡⲕⲟⲥⲙⲟⲥ ⲧⲏⲣϥ ϣⲟⲟⲡ ϩⲁⲧⲉϥⲉⲝⲟⲩⲥⲓⲁ ·,"The Governor saith, 'It is He Who giveth wages unto those who labour, and the whole world is under His rule.'",pseudo-athanasius-discourses/pseudo.athanasius.discourses_CONLLU/matthew20.conllu,1429,1459
ϫⲉⲥⲟⲩⲱⲛⲧ ϫⲉⲁⲛⲅ ⲛⲓⲙ ·,Dost thou know Who I am?,martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.06.conllu,1772,1780
ⲁⲗⲗⲁ ⲡⲛⲟⲃⲉ ⲟⲩϣⲙⲙⲟ ⲡⲉ ⲉⲡⲛⲟⲩⲧⲉ ·,"But sin is an alien thing (or, stranger) to God,",mysteries-john/mysteries.john_CONLLU/mysteries.john.02.conllu,3570,3582
ⲛϩⲟⲩⲟ ⲇⲉ ⲉⲧⲃⲉⲡⲉⲛⲣϩⲙⲙⲉ ⲏ ⲉϣϫⲉ ⲉⲧⲉⲧⲛⲙⲟⲩⲧⲉ ⲁⲛ ϫⲉⲉⲓⲱⲧ ϩⲙⲡⲗⲁⲥ ⲙⲙⲁⲧⲉ .,"Especially due to our guidance, if you do not call [me] 'father' only with your tongue.",shenoute-place/shenoute.place_CONLLU/shenoute.place.BV277-278.conllu,46,69
ⲉⲓⲉ ⲙⲡⲕⲥⲱⲧⲙ ⲉⲣⲟϥ ⲉϥϫⲱ ⲙⲙⲟⲥ ϫⲉⲛⲁ ⲧⲁⲣⲟⲩⲛⲁ ⲛⲏⲧⲛ ·,"Didst thou, then, not hear Him when He spake saying, 'Shew mercy, and I will shew mercy unto you?",john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,10026,10051
ⲁⲗⲗⲁ ⲁϥⲙⲟⲩ ϩⲁϩⲉⲛⲙⲏⲏϣⲉ ⲉⲛⲁϣⲱⲟⲩ · ⲁⲩⲱ ϩⲁⲣⲟⲛ ⲧⲏⲣⲛ ·,"but he died for the sake of a great multitude of people, and indeed, for all our sakes.",abraham/shenoute.abraham_CONLLU/YA525-530.conllu,1437,1458
ⲁⲩⲱ ⲁϥⲉⲓⲣⲉ ⲉⲣⲟⲛ ⲛⲟⲩⲛⲟϭ ⲛⲇⲉⲓⲡⲛⲟⲛ ⲙⲡⲉϩⲟⲟⲩ ⲉⲧⲙⲙⲁⲩ · ⲉⲃⲟⲗ ϫⲉⲛⲉⲟⲩⲙⲁⲓⲣⲱⲙⲉ ⲡⲉ ⲉⲡⲉϩⲟⲩⲟ ⲉϩⲟⲩⲛ ⲉⲛϣⲙⲙⲟ · ⲙⲛⲟⲩⲟⲛ ⲛⲓⲙ ⲉⲧⲛⲁϭⲟⲓⲗⲉ ⲉⲧⲉⲕⲕⲗⲏⲥⲓⲁ ⲛⲧϩⲉ ⲙⲡⲡⲁⲧⲣⲓⲁⲣⲭⲏⲥ ⲁⲃⲣⲁϩⲁⲙ ·,"And he made for us a great banquet that day, because he was a lover of men, and he was especially hospitable to strangers, and to every one who sojourned in the church, even as was the Patriarch Abraham.",pseudo-timothy/pseudo.timothy_CONLLU/on_abbaton.01.conllu,1613,1674
ⲛⲧⲉⲩⲛⲟⲩ ⲁⲥⲛⲉϩⲥⲉ ⲉϩⲣⲁⲓ ϩⲙⲡϩⲟⲣⲟⲙⲁ ·,"And straightway she awoke from her dream,",pseudo-celestinus/pseudo.celestinus_CONLLU/pscelestinus.encomium.01.conllu,6889,6902
ⲛⲟⲩϣⲃⲣϩⲙϩⲁⲗ ⲁⲛ ⲡⲉⲛⲧⲁⲩⲧⲟϭⲛⲉϥ ⲉⲡⲙⲟⲩ ·,"Who was not a fellow-servant with us, Who had been condemned to death?",coptic-treebank/coptic.treebank_CONLLU/proclus.13.easter.conllu,2798,2814
ⲛⲍⲱⲟⲛ ⲙⲡⲛⲟⲩⲧⲉ ⲛⲉⲧϯⲧⲱϣ ⲉⲣⲟⲟⲩ ·,it is the animals of God which set limits to them.',mysteries-john/mysteries.john_CONLLU/mysteries.john.02.conllu,3308,3323
ϩⲁⲡⲗⲱⲥ ⲁⲩⲙⲉϣⲧ ⲛⲏⲣⲡ ⲧⲏⲣⲟⲩ ·,"in short, they tried all the wine,",pseudo-celestinus/pseudo.celestinus_CONLLU/pscelestinus.encomium.03.conllu,8824,8835
ⲁⲩⲱ ⲛⲧⲉⲩⲛⲟⲩ ⲁⲩϣⲁϫⲉ ⲛⲙⲙⲁϥ ⲉⲧⲃⲏⲏⲧⲥ .,"Now Simon's wife's mother lay sick with a fever, and immediately they told him about her.",coptic-treebank/coptic.treebank_CONLLU/Mark_01.conllu,1186,1201
ⲙⲡⲣⲡⲁⲣⲁⲓⲧⲉⲓ ⲛⲧⲧⲁⲝⲓⲥ · ⲛⲧⲁⲩⲧⲁⲛϩⲟⲩⲧⲕ ⲉⲣⲟⲥ · ⲛⲧⲙⲡⲁϫⲱϫ ⲛⲁⲡⲟⲥⲧⲟⲗⲟⲥ · ⲁⲗⲗⲁ ⲧⲱⲟⲩⲛ ⲛⲅⲟⲩⲁϩⲕ ⲛⲥⲱⲟⲩ ·,"Do not thou excuse thyself from the rank to which they would appoint thee, which is that of Chief of the Apostles, but arise, and follow thou them.",life-pisentius/life.pisentius_CONLLU/life.pisentius.01.conllu,10999,11037
ⲁⲡⲙⲟⲥⲧⲉ ⲅⲁⲣ ⲛⲧⲙⲛⲧϫⲁϫⲉ ⲧⲱⲙ ⲛⲛⲉϥⲃⲁⲗ · ⲛϥⲛⲁⲩ ⲉⲃⲟⲗ ⲁⲛ ⲉⲧϩⲉⲓⲕⲱⲛ · ⲙⲡⲛⲟⲩⲧⲉ ·,"For the hatred of enmity hath closed his eyes, and he seeth not the image of God.",pachomius-instructions/pachomius.instructions_CONLLU/pachomius.instructions.02.conllu,1783,1813
ⲁⲗⲗⲁ ⲡⲟⲗⲗⲁⲕⲓⲥ ⲕⲛⲁϫⲟⲟⲥ ϫⲉⲟⲩⲁϣ ⲙⲙⲓⲛⲉ ⲡⲉ ⲡϩⲏⲧ ⲉⲧⲛⲁϣϭⲙϭⲟⲙ ⲉϯⲉⲟⲟⲩ ⲙⲡⲛⲟⲩⲧⲉ ⲛⲟⲩⲟⲉⲓϣ ⲛⲓⲙ ·,"But thou wilt say often, ' What manner of heart is it that is able to ascribe glory to God at all times?",john-constantinople/john.constantinople_CONLLU/penitence.02.conllu,5888,5921
ⲛⲧⲟϥ ⲇⲉ ⲓⲱϩⲁⲛⲛⲏⲥ ϩⲓⲧⲛⲡⲁϣⲁⲓ ⲛⲛⲉϥⲁⲥⲕⲏⲥⲓⲥ · ⲁⲡⲉϥⲥⲱⲙⲁ ⲣϭⲱⲃ ⲉⲙⲁⲧⲉ ϩⲱⲥⲧⲉ ⲛⲥⲉⲟⲩⲱⲛϩ ⲉⲃⲟⲗ ⲛϭⲓⲛⲉϥⲕⲉⲉⲥ ⲟⲩⲉⲓ ⲟⲩⲉⲓ ·,And the body of John through his excessive labours became so greatly emaciated that his bones became ever more and more apparent (through his skin).,life-john-kalybites/life.john.kalybites_CONLLU/life.john_kal.02.conllu,2984,3014
ⲙⲉⲕϫⲛⲁⲁⲩ ⲉϩⲙⲟⲟⲥ ⲉϩⲣⲁⲓ ϩⲙⲙⲁ ⲛⲓⲙ ⲉϥϫⲁϩⲙ ·,'Thou shalt not be careless [and] sit down in any polluted place whatsoever.,john-constantinople/john.constantinople_CONLLU/penitence.01.conllu,1715,1731
ⲁⲓϥⲓ ⲛⲟⲩ ⲟⲩⲱⲛ ⲛϣⲟⲙⲛⲧ ⲛⲧⲉⲧⲉⲩϭⲟⲙ ϫⲉⲛⲛⲉⲩⲉϣϭⲙϭⲟⲙ ⲉϫⲱⲕ ⲉⲃⲟⲗ ⲛⲛⲉⲩⲡⲣⲁⲝⲓⲥ ⲉⲧϩⲟⲟⲩ ·,"I took away the third part of their power, that they should not be able to prevail in fulfilling their evil doings;",pistis-sophia/pistis.sophia_CONLLU/pistis.sophia_book_1_part2.conllu,3934,3966
