Coptic,English,File Path,Start Line,End Line
ⲡϫⲟⲉⲓⲥ ⲓⲏⲥⲟⲩⲥ ⲡⲉⲭⲣⲓⲥⲧⲟⲥ · ⲛⲧⲟⲕ ⲉⲧⲥⲟⲟⲩⲛ ⲛⲧⲁⲡⲣⲟϩⲁⲓⲣⲉⲥⲓⲥ · ϫⲉϯⲙⲉ ⲙⲙⲟⲕ ϫⲓⲛⲙⲙⲟⲛ ·,"(O) Lord Jesus the Christ, Thou knowest the speech of heresy, and (Thou knowest) whether I love Thee or not.",martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,260,287
ⲡⲁϫⲟⲉⲓⲥ ⲓⲏⲥⲟⲩⲥ ⲡⲉⲭⲣⲓⲥⲧⲟⲥ · ⲙⲡⲣⲧⲣⲉⲟⲩⲙⲉ ⲛⲥϩⲓⲙⲉ ⲁⲗⲉ ⲉϩⲣⲁⲓ ⲉϫⲙⲡⲁϩⲏⲧ · ⲙⲏⲡⲟⲧⲉ ⲛⲧⲉⲡⲥⲁⲧⲁⲛⲁⲥ ϭⲙⲙⲁ ⲛⲟⲩⲱϩ ϩⲣⲁⲓ ⲛϩⲏⲧ · ⲛⲧⲉⲛⲁϫⲁϫⲉ ⲣⲁϣⲉ ⲙⲙⲟⲓ · ⲁⲩⲱ ⲛⲧⲟⲕ ϩⲱⲱⲕ ⲛⲅϭⲱⲛⲧ ⲉⲣⲟⲓ · ⲛⲅϫⲟⲟⲥ ⲛⲁⲓ ⲙⲡⲉϩⲟⲟⲩ ⲙⲡϩⲁⲡ ⲙⲙⲉ · ⲉⲓⲛⲏⲩ ⲉⲛⲉⲕϭⲓϫ · ϫⲉⲥⲁϩⲱⲕ ⲉⲃⲟⲗ ⲙⲙⲟⲓ ·,"O my Lord Jesus the Christ, permit Thou not the love of women to rise up in my heart, lest Satan find a place of abode in my heart, and lest mine enemies rejoice over me, and lest Thou Thyself become wroth with me, and say unto me in the day of the Judgement of Truth (when) I come into Thy hands, 'Depart thou from Me.'",martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,292,389
ⲁⲗⲗⲁ ⲙⲁⲣⲉⲧⲉⲕⲙⲛⲧⲛⲁⲏⲧ ϩⲣⲟϣ ⲉϩⲣⲁⲓ ⲉϫⲱⲓ ⲛⲅⲧⲙⲟⲩⲉ ⲛⲥⲁⲃⲟⲗ ⲙⲙⲟⲓ ·,"But let Thy lovingkindness bear patiently with me, and do Thou not remove Thyself from me.",martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,394,415
ⲡⲉⲟⲟⲩ ⲛⲁⲕ ⲡⲉⲓⲱⲧ ⲉⲧϩⲙⲡϣⲏⲣⲉ · ⲁⲩⲱ ⲡϣⲏⲣⲉ ⲉⲧϩⲙⲡⲉⲓⲱⲧ · ⲙⲛⲡⲉⲡⲛⲉⲩⲙⲁ ⲉⲧⲟⲩⲁⲁⲃ · ϣⲁⲉⲛⲉϩ ⲛⲉⲛⲉϩ ϩⲁⲙⲏⲛ ·,"Glory be unto Thee, O Father, Who art in the Son, and unto Thee, O Son, Who art in the Father, and unto Thee, O Holy Spirit, for ever, and ever, and ever! Amen.'",martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,420,460
ⲧⲟⲧⲉ ϩⲣⲱⲙⲁⲛⲟⲥ ⲡⲉⲥⲧⲣⲁⲧⲏⲗⲁⲧⲏⲥ ⲡⲉϫⲁϥ ⲛⲁⲡⲁ ⲃⲓⲕⲧⲱⲣ ⲡⲉϥϣⲏⲣⲉ · ϫⲉⲡⲁϣⲏⲣⲉ ⲃⲓⲕⲧⲱⲣ ⲡⲉⲕⲟⲣⲇⲓⲛⲟⲛ ⲡⲉ ⲉⲧⲣⲉⲕⲟⲩⲱϣⲧ ⲛⲛⲟⲩⲧⲉ ⲙⲡⲣⲣⲟ · ⲛⲁⲓ ⲉⲧⲉⲣⲉⲧⲡⲟⲗⲓⲥ ⲧⲏⲣⲥ ⲣϣⲁ ⲉⲧⲃⲏⲧⲟⲩ · ⲙⲁⲗⲓⲥⲧⲁ ⲡⲁⲡⲟⲗⲗⲟⲛ ⲡⲛⲟϭ ⲛⲛⲟⲩⲧⲉ ·,"Then Romanus the general said unto Apa Victor, his son, 'My son Victor, it is now thy turn to worship the gods of the Emperor, in whose honour the whole city is keeping this day a feast, especially Apollo, the greatest of the gods.'",martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,465,526
ⲁⲡⲁ ⲃⲓⲕⲧⲱⲣ ⲇⲉ ⲁϥⲉⲓⲱⲣⲙ ⲉϩⲟⲩⲛ ϩⲙⲡϩⲟ ⲙⲡⲉϥⲉⲓⲱⲧ ⲉϥϫⲱ ⲙⲙⲟⲥ · ϫⲉⲡⲁⲉⲓⲱⲧ ⲟⲩⲧⲉ ⲧⲉⲓⲙⲛⲧⲁⲧϩⲏⲧ ⲛⲧⲁⲥⲧⲁϩⲟⲕ ⲙⲡϩⲟⲟⲩ · ⲉⲧⲣⲉⲕⲕⲱ ⲛⲥⲱⲕ ⲙⲡⲛⲟⲩⲧⲉ ⲛⲧⲡⲉ · ⲉⲧⲃⲉⲟⲩⲉⲟⲟⲩ ⲉϥϣⲟⲩⲉⲓⲧ ·,"And Apa Victor looked into the face of his father, saying, 'O my father, hath this foolishness obtained such a hold upon thee this day as to make thee forsake the God of heaven for the sake of the glory that is vanity?",martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,531,599
ⲁⲣⲓⲡⲙⲉⲉⲩⲉ ϭⲉ ϫⲉⲁⲡⲉⲛϫⲟⲉⲓⲥ ϫⲟⲟⲥ ϩⲙⲡⲉⲩⲁⲅⲅⲉⲗⲓⲟⲛ · ϫⲉⲡⲉⲧⲛⲁⲁⲣⲛⲁ ⲙⲙⲟⲓ ⲙⲡⲙⲧⲟ ⲉⲃⲟⲗ ⲛⲛⲣⲱⲙⲉ · ϯⲛⲁⲁⲣⲛⲁ ϩⲱ ⲙⲙⲟϥ ⲙⲡⲙⲧⲟ ⲉⲃⲟⲗ ⲙⲡⲁⲉⲓⲱⲧ ⲉⲧϩⲛⲙⲡⲏⲩⲉ ⲙⲛⲛⲉϥⲁⲅⲅⲉⲗⲟⲥ ⲉⲧⲟⲩⲁⲁⲃ ·,"Remember, therefore, that which our Lord Jesus saith in the Gospel, 'Whosoever denieth Me before men, him will I Myself deny before My Father, Who is in the heavens, and before His holy angels.",martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,604,671
ⲙⲡⲣⲁⲣⲛⲁ ϭⲉ ⲙⲙⲟϥ ⲱ ⲡⲁⲉⲓⲱⲧ ⁛ ϫⲉⲛⲛⲉϥⲁⲣⲛⲁ ⲙⲙⲟⲕ ϩⲱⲱϥ ·,"Do not therefore deny Him, O my father, that He may not deny thee.",martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,676,699
ⲉⲃⲟⲗ ϫⲉⲁⲡϫⲟⲉⲓⲥ ϩⲱⲛ ⲉⲧⲟⲟⲧϥ ⲙⲙⲱⲩⲥⲏⲥ ⲉϥϫⲱ ⲙⲙⲟⲥ · ϫⲉⲁϫⲓⲥ ⲛⲛϣⲏⲣⲉ ⲙⲡⲓⲥⲣⲁⲏⲗ · ϫⲉⲙⲡⲣϣⲱⲡⲉ ⲉⲧⲉⲧⲛⲉⲓⲛⲉ ⲛⲛϩⲉⲑⲛⲟⲥ · ⲛⲁⲓ ⲉⲧϣⲙϣⲉ ⲙⲡⲥⲱⲛⲧ ⲡⲁⲣⲁⲡⲉⲛⲧⲁϥⲥⲱⲛⲧ,"For God gave a commandment unto Moses, saying, 'Speak thou unto the children of Israel, saying, Be ye not like unto the nations who worship creatures instead of Him that created (them).",martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,704,765
ⲁⲩⲱ ⲙⲡⲣϥⲓⲉⲓⲁⲧⲧⲏⲩⲧⲛ ⲉϩⲣⲁⲓ ⲉⲧⲡⲉ · ⲛⲧⲉⲧⲛⲛⲁⲩ ⲉⲡⲣⲏ ⲙⲛⲡⲟⲟϩ ⲙⲛⲛⲛⲥⲓⲟⲩ · ⲙⲛⲛϩⲁⲗⲁⲁⲧⲉ ⲛⲧⲡⲉ · ⲁⲩⲱ ⲛⲧⲃⲛⲟⲟⲩⲉ ⲙⲡⲕⲁϩ · ⲛⲧⲉⲧⲛϣⲙϣⲉ ⲛⲁⲩ · ϫⲉϩⲙⲡⲉϩⲟⲟⲩ ⲉⲧⲙⲙⲁⲩ ϯⲛⲁⲡⲁⲧⲁⲥⲥⲉ ⲙⲙⲱⲧⲛ ⲡⲉϫⲉⲡϫⲟⲉⲓⲥ ·,"And lift ye not up your eyes to the heavens, to worship the sun, and the moon, and the stars, when ye see them, and the feathered fowl of the heavens, and the four-footed creatures of the earth, for in that day I will destroy you, saith the Lord,'",martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,770,845
ⲧⲉⲛⲟⲩ ϭⲉ ⲡⲁⲉⲓⲱⲧ ⲙⲡⲣⲉⲓⲛⲉ ⲙⲙⲟⲟⲩ · ⲛⲧⲉⲡϫⲟⲉⲓⲥ ⲡⲁⲧⲁⲥⲥⲉ ⲙⲙⲟⲕ ·,"Now therefore, O my father, be not thou like unto them, lest God destroy thee.",martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,850,870
ϩⲛⲟⲩⲙⲉ ⲛⲧⲉⲡⲛⲟⲩⲧⲉ ⲱ ⲡⲁⲉⲓⲱⲧ ϯϣⲛϩⲧⲏⲓ ϣⲁⲣⲟⲕ · ϫⲉⲛⲁⲛⲟⲩⲥ ⲛⲁⲕ ⲉⲛⲉⲙⲡⲟⲩϫⲡⲟⲕ · ⲛϩⲟⲩⲟ ⲉⲣⲟⲥ ⲉⲁⲩϫⲡⲟⲕ ⲛⲅⲱⲛϩ ⲛⲅⲣⲁⲧⲛⲟⲩⲧⲉ ·,"For it would be better for thee that thou hadst never been born than that, having been born, thou shouldst live and make thyself a man without God.'",martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,875,930
ⲛⲁⲓ ⲇⲉ ⲉϥϫⲱ ⲙⲙⲟⲟⲩ ⲛϭⲓⲁⲡⲁ ⲃⲓⲕⲧⲱⲣ · ⲉⲣⲉⲡⲉⲥⲧⲣⲁⲧⲉⲩⲙⲁ ⲉⲓⲟⲣⲙ ⲛⲥⲱϥ ⲙⲛⲡⲉϥⲉⲓⲱⲧ ·,And whilst Apa Victor was saying these words all the soldiers of the army were looking on him and on his father.,martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,935,961
ⲧⲟⲧⲉ ⲟⲛ ⲡⲉϫⲁϥ ⲛϭⲓϩⲣⲱⲙⲁⲛⲟⲥ :— ϫⲉⲱ ⲡⲁϣⲏⲣⲉ ⲃⲓⲕⲧⲱⲣ · ⲥⲱⲧⲙ ⲛⲥⲱⲓ ⲛⲅⲣⲑⲩⲥⲓⲁ ⲛⲧⲛⲗⲟ ⲉⲛⲥⲕⲩⲗⲗⲉⲓ ⲙⲡⲉⲓⲙⲁ ·,"Then Romanus said, | 'O my son Victor, hearken unto me, and do thou offer up sacrifice, and let us bring to an end our trouble in this place.",martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,966,1003
ⲧⲉⲛⲟⲩ ⲙⲡⲓⲗⲩⲡⲉⲓ ⲙⲙⲟⲕ ⲉⲛⲉϩ ϫⲓⲛⲧⲉⲕⲙⲛⲧⲕⲟⲩⲓ ·,Now I have never given thee an occasion to grieve from thy childhood up.,martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,1008,1021
ⲁⲣⲓⲡⲙⲉⲉⲩⲉ ⲱ ⲡⲁϣⲏⲣⲉ ⲃⲓⲕⲧⲱⲣ ϫⲉⲁⲓϣⲓⲛⲉ ⲛⲁⲕ ⲛⲥⲁⲧⲉⲕϣⲉⲗⲉⲉⲧ ·,"Remember, O my son Victor, that I am seeking after thy bride,",martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,1026,1047
ϯⲛⲁϫⲓⲧⲥ ⲅⲁⲣ ⲛⲁⲕ ϩⲙⲡⲕⲉⲉⲃⲟⲧ ⲉⲧⲛⲏⲩ ·,and I am going to take her for thee to wife in the very next month which is coming.,martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,1052,1069
ⲡⲉϫⲉⲁⲡⲁ ⲃⲓⲕⲧⲱⲣ ⲙⲡⲉϥⲉⲓⲱⲧ · ϫⲉⲙⲡⲉⲓϫⲛⲟⲩⲕ ⲉϣⲉⲗⲉⲉⲧ ⲟⲩⲇⲉ ⲇⲱⲣⲟⲛ · ⲁⲗⲗⲁ ⲉⲓⲗⲩⲡⲉⲓ ⲙⲙⲟⲕ ⲙⲙⲁⲁⲧⲉ ϫⲉⲁⲕⲁⲣⲛⲁ ⲙⲡⲥⲱⲧⲏⲣ ·,"Apa Victor said unto his father, 'I have not asked thee for a bride or for a gift, but I am grieving exceedingly for thee, for thou hast denied the Saviour,",martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,1074,1115
ⲁⲗⲏⲑⲱⲥ ⲡⲁⲉⲓⲱⲧ ⲛⲉⲃⲓⲏⲛ ·,"In very truth, O my father, thou art a miserable man,",martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,1120,1127
ⲛⲉϩⲃⲏⲩⲉ ⲉⲧⲕⲉⲓⲣⲉ ⲙⲙⲟⲟⲩ ⲡⲛⲟⲩⲧⲉ ⲙⲟⲥⲧⲉ ⲙⲙⲟⲟⲩ ·,for the works which thou art doing God hateth.,martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,1132,1149
ⲡⲟⲩⲟⲓ ⲅⲁⲣ ⲙⲛⲡⲉϣⲧⲟⲣⲧⲣ ⲛⲏⲩ ⲉϩⲣⲁⲓ ⲉϫⲱⲕ · ⲉⲃⲟⲗ ϫⲉⲁϥϫⲟⲟⲥ ⲛϭⲓⲇⲁⲩⲉⲓⲇ · ϫⲉⲡⲉⲧϩⲙⲡⲡⲟⲗⲉⲙⲟⲥ ⲙⲛⲡⲉⲧϥⲓ ϩⲁⲛⲉⲥⲕⲉⲩⲏ ⲡⲉⲓϣⲱϣ ⲛⲟⲩⲱⲧ ⲡⲉⲧⲙⲙⲟⲟⲩ ⲙⲡⲉⲥⲛⲁⲩ ·,"Now woe and confusion shall come upon thee, because David said, He who is in a battle, and he who carrieth away stuff (or, spoil), the same share appertaineth to both alike.",martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,1154,1210
ⲗⲟⲓⲡⲟⲛ ⲡⲁⲉⲓⲱⲧ · ⲡⲉⲧⲉⲓⲣⲉ ⲙⲡⲛⲟⲃⲉ · ⲙⲛⲡⲉⲧⲥⲩⲛⲉⲩⲇⲟⲕⲉⲓ ⲙⲛⲡⲉⲧⲉⲓⲣⲉ ⲙⲙⲟϥ · ⲡⲉⲓϣⲱϣ ⲛⲟⲩⲱⲧ ⲡⲉⲧϣⲟⲟⲡ ⲙⲙⲟⲟⲩ ⲙⲡⲉⲥⲛⲁⲩ,"Moreover, O my father, the man who committeth sin, and the man who is of the same opinion as the man who committeth it, the same disgrace appertaineth to both alike.",martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,1215,1259
ⲙⲡⲱⲣ ϭⲉ ⲱ ⲡⲁⲉⲓⲱⲧ ·,"I beg thee therefore, by every means, do not this thing, my father.",martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,1264,1270
ⲥⲁϩⲱⲕ ⲉⲃⲟⲗ ⲙⲡⲉⲓⲛⲟⲃⲉ ⲉⲧϫⲓ ⲉϩⲟⲩⲛ ⲉⲡⲙⲟⲩ ·,Get thee away from this sin which leadeth unto death.,martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,1275,1291
ϭⲱϣⲧ ⲉⲡⲉⲩⲁⲅⲅⲉⲗⲓⲟⲛ ⲙⲡϫⲟⲉⲓⲥ · ⲛⲧⲉⲣⲉⲛⲓⲟⲩⲇⲁⲓ ⲱϣ ⲉⲃⲟⲗ ϫⲉⲥⲧⲁⲩⲣⲟⲩ ⲛⲓⲏⲥⲟⲩⲥ · ⲡⲓⲗⲁⲧⲟⲥ ⲇⲉ ⲡϩⲏⲅⲉⲙⲱⲛ · ⲁϥϫⲓ ⲛⲟⲩⲙⲟⲟⲩ ⲁϥⲉⲓⲱ ⲛⲛⲉϥϭⲓϫ ·,"Look thou into the Gospel of the Lord, and see that whilst the Jews were crying out, Crucify Jesus, Pilate the Governor took water, and washed his hands",martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,1296,1341
ⲁϥⲁⲁϥ ⲛⲁⲧⲗⲟⲓϭⲉ ϩⲛⲧⲙⲏⲏⲧⲉ ⲛⲛⲁⲣⲭⲓⲉⲣⲉⲩⲥ ⲙⲛⲛⲓⲟⲩⲇⲁⲓ ·,"and made himself free from the liability (for His death) among the high priests and the Jews,",martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,1346,1366
ⲁϥⲧⲟⲩϫⲟ ⲛⲧⲉⲯⲩⲭⲏ ⲉⲃⲟⲗ ⲙⲡⲙⲟⲩ :—,and he delivered his soul from death.,martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,1371,1384
ⲡⲉϥⲉⲓⲱⲧ ⲇⲉ ⲁϥⲛⲟⲩϭⲥ,"And his father was wroth with indignation,",martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,1389,1396
ⲁϥⲱⲣⲕ ⲉϥϫⲱ ⲙⲙⲟⲥ · ϫⲉϣⲉⲡⲁⲡⲟⲗⲗⲱⲛ ⲡⲛⲟϭ ⲛⲛⲟⲩⲧⲉ · ϯⲛⲁⲧⲁⲁⲕ ⲙⲡⲣⲣⲟ ⲛϥⲧⲁⲕⲟⲕ ·,"and he swore an oath, saying, ' By Apollo, the greatest of the gods, I will deliver thee over to the Emperor (so that) He may destroy thee.",martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,1401,1438
ϩⲱⲥⲧⲉ ⲛⲅⲥⲟⲟⲩⲛ ⲁⲛ ϫⲉⲁⲓⲟⲩⲱ ⲉⲓⲉⲓⲙⲉ ⲉⲛⲉⲧⲕ ⲛϩⲏⲧⲟⲩ · ⲉⲕϫⲓⲥⲃⲱ ⲉⲣⲙⲁⲅⲓⲁ ϩⲙⲡⲉⲓⲣⲁⲛ ϫⲉⲓⲏⲥⲟⲩⲥ :—,Dost thou not know that I am well acquainted with the matter wherewith thou art occupied? Thou hast learned to work magic in this Name of Jesus.,martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,1443,1481
ⲙⲡⲣⲙⲉⲉⲩⲉ ϭⲉ ⲱ ⲃⲓⲕⲧⲱⲣ ϫⲉϥⲛⲁϣⲃⲟⲏⲑⲉⲓ ⲉⲣⲟⲕ ·,"Think not, however, O Victor, that he will be able to help thee.",martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,1486,1501
ⲟⲩⲙⲏⲏϣⲉ ⲅⲁⲣ ⲛⲧⲉⲕϩⲉ ⲁⲩⲙⲟⲩ ⲉⲧⲃⲏⲏⲧϥ ·,"for veFor very many men of thy kind have died for His sake,",martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,1506,1521
ⲁⲩϯⲟⲥⲉ ⲛⲧⲉⲩⲡⲁⲛϩⲟⲡⲗⲓⲁ ⲙⲛⲛⲉⲩⲭⲣⲏⲙⲁ ·,and they have been stripped of their worldly goods and of their estates and possessions.,martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,1526,1538
ⲁⲣⲏⲩ ⲉⲕⲗⲩⲡⲉⲓ · ϫⲉⲙⲡⲉⲓϫⲓ ⲛⲁⲕ ⲛⲧⲉⲕϣⲉⲗⲉⲉⲧ ·,Perhaps thou art grief-stricken because I have not taken for thee to wife thy bride,martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,1543,1561
ⲁϥⲟⲩⲱϣⲃ ⲛϭⲓⲁⲡⲁ ⲃⲓⲕⲧⲱⲣ ⲉϥϫⲱ ⲙⲙⲟⲥ ϫⲉⲡⲁⲉⲓⲱⲧ ⲁⲡⲕⲁⲣⲡⲟⲥ ⲙⲡⲇⲓⲁⲃⲟⲗⲟⲥ ⲟⲩⲱ ⲁϥⲧⲱϭⲉ ⲛϩⲏⲧⲕ ·,"And Apa Victor answered and said, 'My father, the fruit of the Devil hath taken deep root in thee'",martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,1566,1601
ϩⲣⲱⲙⲁⲛⲟⲥ ⲇⲉ ⲡⲉϫⲁϥ ⲛⲁⲡⲁ ⲃⲓⲕⲧⲱⲣ ϫⲉⲛⲅⲥⲟⲟⲩⲛ ⲁⲛ ⲱ ⲡⲧⲁⲗⲁⲓⲡⲱⲣⲟⲥ · ϫⲉⲉⲣϣⲁⲛⲟⲩⲣⲱⲙⲉ ⲣⲁⲧⲥⲱⲧⲙ ⲛⲥⲁⲡⲉϥⲉⲓⲱⲧ ϣⲁⲩⲙⲟⲟⲩⲧϥ ·,"Romanus said unto Apa Victor, 'Knowest thou not, O miserable one, that when a man is disobedient unto his father they put him to death?'",martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,1606,1641
ⲁⲡⲁ ⲃⲓⲕⲧⲱⲣ ⲇⲉ ⲡⲉϫⲁϥ ⲙⲡⲉϥⲉⲓⲱⲧ · ϫⲉⲛⲥⲁϥ ⲉⲕϣⲙϣⲉ ⲙⲡⲛⲟⲩⲧⲉ ⲁⲛⲅⲡⲉⲕϣⲏⲣⲉ · ⲙⲡϩⲟⲟⲩ ϫⲉⲁⲛⲅⲡⲉⲕϣⲏⲣⲉ ⲁⲛ · ϫⲉⲁⲕⲣⲁⲧⲥⲱⲧⲙ ⲛⲥⲁⲡⲛⲟⲩⲧⲉ ·,"Apa Victor said unto his father, 'Yesterday thou didst worship God and I was thy son; but today I am not thy son, because thou hast made thyself disobedient unto God,",martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,1646,1694
ⲁⲕϣⲙϣⲉ ⲛⲛⲉⲓⲇⲱⲗⲟⲛ ·,and thou dost worship idols.',martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,1699,1707
ⲁϥⲟⲩⲱ ⲉϥϫⲱ ⲙⲙⲟⲥ ⲛϭⲓⲡⲥⲁϩ ⲡⲁⲩⲗⲟⲥ · ϫⲉⲟⲩⲣⲱⲙⲉ ⲛϩⲁⲓⲣⲉϯⲕⲟⲥ · ⲙⲛⲛⲥⲁⲧⲣⲉⲕϯⲥⲃⲱ ⲛⲁϥ ⲛⲟⲩⲥⲟⲡ ⲏ ⲥⲛⲁⲩ · ⲛϥⲧⲙⲥⲱⲧⲙ ⲛⲥⲱⲕ ⲡⲁⲣⲁⲓⲧⲉⲓ ⲙⲙⲟϥ · ⲉⲕⲥⲟⲟⲩⲛ ϫⲉⲙⲛⲧϥ ⲙⲉⲣⲓⲥ ⲙⲛⲡⲛⲟⲩⲧⲉ ·,"Truly did Paul the scribe say, 'In the case of a man who is a heretic, if after thou hast admonished him once or twice, and he doth not hearken unto thee, let him alone, for thou knowest that his portion is not with God.'",martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,1712,1778
ⲉⲧⲃⲉⲡⲁⲓ ⲛⲧⲕⲡⲁⲉⲓⲱⲧ ⲁⲛ ·,For this reason thou art not my father.,martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,1783,1791
ⲡⲉϫⲁϥ ⲛⲁϥ ϫⲉⲥⲱⲧⲙ ⲛⲥⲱⲓ ⲡⲁϣⲏⲣⲉ ⲃⲓⲕⲧⲱⲣ :—,"Roman us said unto him, 'Hearken unto me, O my son Victor.",martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,1796,1812
ⲙⲡⲣϯⲟⲥⲉ ⲛⲧⲉⲕⲙⲛⲧϣⲏⲣⲉ ϣⲏⲙ · ⲛⲅϫⲓϣⲓⲡⲉ ⲛⲧⲙⲏⲧⲉ ⲙⲡⲡⲁⲗⲗⲁϯⲟⲛ ⲙⲡⲣⲣⲟ · ⲙⲛⲡⲉϥⲥⲧⲣⲁⲧⲉⲩⲙⲁ ⲧⲏⲣϥ ·,"Do not throw away and waste thine early manhood. And do not disgrace thyself in the midst of the imperial palace, and before the whole of the Emperor's army.",martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,1817,1850
ⲁⲛⲟⲕ ϩⲱ ⲛⲧⲁⲁⲥⲭⲏⲙⲟⲛⲉⲓ ⲉⲧⲃⲏⲏⲧⲕ · ⲁⲩⲱ ⲛⲧⲁϫⲓϣⲓⲡⲉ ⲛⲧⲙⲏⲧⲉ ⲙⲡⲣⲣⲟ ⲙⲛⲛⲉϥϩⲙϩⲁⲗ · ⲉⲃⲟⲗ ϫⲉⲁⲕⲕⲁⲧⲁⲗⲩ ⲙⲡⲛⲟⲙⲟⲥ ⲛⲛⲣⲣⲱⲟⲩ · ⲁⲩⲱ ⲁⲕⲣⲁⲡⲁⲓⲇⲉⲩⲧⲟⲥ ⲛⲧⲙⲏⲧⲉ ⲛⲛⲉⲕϣⲃⲏⲣ · ⲛⲥⲉϥⲓ ⲛϯ ⲥⲉ ⲛⲁⲛⲛⲱⲛⲛⲁ ⲛⲧⲟⲟⲧⲕ · ⲁⲩⲱ ⲛⲧⲉⲡⲣⲣⲟ ⲗⲩⲡⲉⲓ ⲉⲧⲃⲏⲏⲧⲕ ·,"I myself shall be put to shame because of thee, and shall be disgraced before the Emperor and his servants, for thou art setting at naught the law of the Emperors, and thou art shewing thyself to be an ill-educated young man among thy companions. And they will take away from thee thy rations, and the Emperor will be angered because of thee.",martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,1855,1936
ⲁⲗⲗⲁ ⲉⲕϣⲁⲛⲥⲱⲧⲙ ⲛⲥⲱⲓ · ϯⲛⲁⲡⲁⲣⲁⲕⲁⲗⲉⲓ ⲙⲡⲣⲣⲟ ⲉⲧⲃⲏⲏⲧⲕ · ⲛϥⲁⲁⲕ ⲛⲥⲧⲣⲁⲧⲏⲗⲁⲧⲏⲥ · ⲛⲅϣⲱⲡⲉ ⲉⲕⲧⲁⲓⲏⲩ ϩⲙⲡⲡⲁⲗⲗⲁϯⲟⲛ ⲙⲡⲣⲣⲟ ·,"But, if thou wilt hearken unto me, I will make an appeal to the Emperor on thy behalf, and he will make thee a general, and thou shalt be a man of dignity and honour in the palace of the Emperor.",martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,1941,1986
ⲙⲡⲣⲣⲁⲧⲥⲱⲧⲙ ⲛⲥⲱⲓ ⲱ ⲡⲁϣⲏⲣⲉ :,"Be thou not disobedient to me, O my son.",martyrdom-victor/martyrdom.victor_CONLLU/martyrdom.victor.02.conllu,1991,2001
